Sales,Quantity,Discount,Profit,OrderDate,ShipDate,ShipMode,OrderID,CustomerName,Segment,ProductName,SubCategory,Category,City,States,Region,Country
257.57,2,0.2,-28.9764,2017-03-26,2017-03-27,First Class,US-2017-121251,Gary McGarr,Consumer,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Bookcases,Furniture,New York City,New York,East,"United States"
119.96,4,0.0,33.5888,2017-03-26,2017-03-27,First Class,US-2017-121251,Gary McGarr,Consumer,Nokia Lumia 521 (T-Mobile),Phones,Technology,New York City,New York,East,"United States"
49.63,4,0.2,4.9632,2014-11-12,2014-11-12,Same Day,CA-2014-151078,Roy Franz+Âsisch,Consumer,"Personal Filing Tote with Lid, Black/Gray",Storage,Office Supplies,San Antonio,Texas,Central,"United States"
727.45,5,0.5,-465.568,2016-10-13,2016-10-17,Standard Class,US-2016-100839,Noah Childs,Corporate,Hon 5100 Series Wood Tables,Tables,Furniture,Aurora,Colorado,West,"United States"
24.96,3,0.2,4.368,2016-10-13,2016-10-17,Standard Class,US-2016-100839,Noah Childs,Corporate,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furnishings,Furniture,Aurora,Colorado,West,"United States"
370.78,3,0.4,-92.6955,2017-11-12,2017-11-12,Same Day,US-2017-116659,Nat Gilpin,Corporate,Jabra SPEAK 410 Multidevice Speakerphone,Phones,Technology,Newark,Ohio,East,"United States"
196.45,5,0.0,70.722,2017-04-15,2017-04-18,First Class,CA-2017-118857,Adam Hart,Corporate,"Howard Miller 12"" Round Wall Clock",Furnishings,Furniture,Henderson,Nevada,West,"United States"
31.1,6,0.2,10.8864,2015-06-25,2015-07-01,Standard Class,CA-2015-127110,Cathy Hwang,Home Office,Xerox 211,Paper,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
78.26,2,0.2,-17.6076,2015-06-25,2015-07-01,Standard Class,CA-2015-127110,Cathy Hwang,Home Office,Tennsco Industrial Shelving,Storage,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
6.48,1,0.0,3.1104,2016-08-26,2016-08-29,Second Class,CA-2016-148201,Charles Crestani,Consumer,Xerox 1931,Paper,Office Supplies,Seattle,Washington,West,"United States"
99.2,5,0.0,25.792,2014-07-21,2014-07-25,Standard Class,CA-2014-116932,Michelle Ellison,Corporate,Newell 334,Art,Office Supplies,San Francisco,California,West,"United States"
801.57,2,0.2,50.098,2014-07-21,2014-07-25,Standard Class,CA-2014-116932,Michelle Ellison,Corporate,Global Troy Executive Leather Low-Back Tilter,Chairs,Furniture,San Francisco,California,West,"United States"
272.85,1,0.2,27.2848,2014-07-21,2014-07-25,Standard Class,CA-2014-116932,Michelle Ellison,Corporate,"Hon 30"" x 60"" Table with Locking Drawer",Tables,Furniture,San Francisco,California,West,"United States"
70.98,1,0.0,20.5842,2017-11-21,2017-11-25,Standard Class,CA-2017-142888,Benjamin Patterson,Consumer,Safco Drafting Table,Tables,Furniture,Spokane,Washington,West,"United States"
16.22,2,0.2,5.8812,2014-06-04,2014-06-09,Standard Class,CA-2014-147914,Mark Packer,Home Office,Easy-staple paper,Paper,Office Supplies,Columbus,Ohio,East,"United States"
176.78,1,0.2,-22.098,2016-03-10,2016-03-16,Standard Class,US-2016-112977,Caroline Jumper,Consumer,O'Sullivan Living Dimensions 5-Shelf Bookcases,Bookcases,Furniture,Long Beach,New York,East,"United States"
470.38,3,0.2,47.0376,2017-03-25,2017-03-29,Standard Class,CA-2017-112039,John Castell,Consumer,Panasonic KX-TG9471B,Phones,Technology,San Antonio,Texas,Central,"United States"
393.57,4,0.2,-44.2764,2017-12-29,2018-01-02,Standard Class,CA-2017-118885,James Galang,Consumer,"Global High-Back Leather Tilter, Burgundy",Chairs,Furniture,Los Angeles,California,West,"United States"
302.38,3,0.2,22.6782,2017-12-29,2018-01-02,Standard Class,CA-2017-118885,James Galang,Consumer,Adtran 1202752G1,Phones,Technology,Los Angeles,California,West,"United States"
68.74,9,0.7,-48.1194,2017-03-28,2017-04-02,Standard Class,US-2017-166611,Cyma Kinney,Corporate,Canvas Sectional Post Binders,Binders,Office Supplies,Jacksonville,Florida,South,"United States"
29.34,3,0.0,14.67,2015-03-05,2015-03-05,Same Day,CA-2015-109512,Luke Foster,Consumer,Staple envelope,Envelopes,Office Supplies,New York City,New York,East,"United States"
383.61,7,0.1,63.9345,2015-03-05,2015-03-05,Same Day,CA-2015-109512,Luke Foster,Consumer,"Global Value Mid-Back Manager's Chair, Gray",Chairs,Furniture,New York City,New York,East,"United States"
563.4,4,0.0,67.608,2015-03-05,2015-03-05,Same Day,CA-2015-109512,Luke Foster,Consumer,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Storage,Office Supplies,New York City,New York,East,"United States"
217.06,7,0.2,78.6828,2016-11-13,2016-11-17,Standard Class,CA-2016-118570,Chuck Clark,Home Office,White Computer Printout Paper by Universal,Paper,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
6.0,2,0.2,2.1,2017-01-19,2017-01-23,Second Class,CA-2017-154718,Dan Lawera,Consumer,Avery 510,Labels,Office Supplies,Keller,Texas,Central,"United States"
31.56,3,0.0,10.4148,2016-04-22,2016-04-26,Second Class,CA-2016-147578,Paul Gonzalez,Consumer,Ultra Door Pull Handle,Furnishings,Furniture,San Francisco,California,West,"United States"
7.1,2,0.2,2.3976,2014-05-13,2014-05-15,First Class,CA-2014-140165,Erica Hernandez,Home Office,Staples,Fasteners,Office Supplies,Hialeah,Florida,South,"United States"
398.35,8,0.7,-331.96,2014-05-13,2014-05-15,First Class,CA-2014-140165,Erica Hernandez,Home Office,GBC DocuBind P100 Manual Binding Machine,Binders,Office Supplies,Hialeah,Florida,South,"United States"
121.79,4,0.2,13.7016,2014-10-21,2014-10-22,First Class,CA-2014-142587,Tracy Blumstein,Consumer,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,Office Supplies,Fairfield,Ohio,East,"United States"
409.59,3,0.4,-122.877,2014-10-21,2014-10-22,First Class,CA-2014-142587,Tracy Blumstein,Consumer,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Tables,Furniture,Fairfield,Ohio,East,"United States"
10.56,2,0.0,4.752,2014-03-14,2014-03-18,Standard Class,CA-2014-157623,Dean Katz,Corporate,Xerox 1972,Paper,Office Supplies,Huntington Beach,California,West,"United States"
3.38,1,0.0,1.2506,2014-03-14,2014-03-18,Standard Class,CA-2014-157623,Dean Katz,Corporate,Avery Hi-Liter Fluorescent Desk Style Markers,Art,Office Supplies,Huntington Beach,California,West,"United States"
7.82,1,0.2,2.934,2017-12-22,2017-12-24,Second Class,CA-2017-145310,Jeremy Pistek,Consumer,Staple envelope,Envelopes,Office Supplies,Port Orange,Florida,South,"United States"
24.78,1,0.2,7.745,2016-11-24,2016-11-29,Standard Class,CA-2016-100083,Carol Darley,Consumer,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,Office Supplies,Medford,Oregon,West,"United States"
34.65,3,0.0,10.395,2017-12-02,2017-12-05,First Class,US-2017-108063,Adam Shillingsburg,Consumer,Newell 309,Art,Office Supplies,Charlottesville,Virginia,South,"United States"
487.98,2,0.2,152.495,2015-12-31,2016-01-04,Standard Class,CA-2015-109197,Jas O'Carroll,Consumer,Ibico Hi-Tech Manual Binding System,Binders,Office Supplies,Missoula,Montana,West,"United States"
1793.98,2,0.0,843.1706,2017-10-03,2017-10-06,First Class,CA-2017-141789,Amy Cox,Consumer,GBC DocuBind TL300 Electric Binding System,Binders,Office Supplies,Minneapolis,Minnesota,Central,"United States"
29.81,2,0.2,10.8054,2014-08-29,2014-09-02,Second Class,CA-2014-169775,Ryan Akin,Consumer,Jiffy Padded Mailers with Self-Seal Closure,Envelopes,Office Supplies,Miami,Florida,South,"United States"
505.18,4,0.7,-336.784,2014-08-29,2014-09-02,Second Class,CA-2014-169775,Ryan Akin,Consumer,GBC DocuBind 200 Manual Binding Machine,Binders,Office Supplies,Miami,Florida,South,"United States"
174.06,3,0.45,-110.7645,2014-08-29,2014-09-02,Second Class,CA-2014-169775,Ryan Akin,Consumer,Balt Solid Wood Rectangular Table,Tables,Furniture,Miami,Florida,South,"United States"
191.88,6,0.0,19.188,2016-06-29,2016-07-03,Second Class,CA-2016-140543,Corey-Lock,Consumer,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,Office Supplies,Florence,South Carolina,South,"United States"
14.78,2,0.0,3.9906,2016-08-20,2016-08-23,First Class,CA-2016-151141,Dianna Wilson,Home Office,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Phones,Technology,Detroit,Michigan,Central,"United States"
5.18,1,0.2,1.8144,2017-10-21,2017-10-22,First Class,CA-2017-167094,Damala Kotsonis,Corporate,Xerox 218,Paper,Office Supplies,Springfield,Oregon,West,"United States"
478.48,2,0.2,47.848,2017-10-21,2017-10-22,First Class,CA-2017-167094,Damala Kotsonis,Corporate,Global Comet Stacking Armless Chair,Chairs,Furniture,Springfield,Oregon,West,"United States"
28.4,2,0.2,6.745,2017-10-21,2017-10-22,First Class,CA-2017-167094,Damala Kotsonis,Corporate,Memorex Froggy Flash Drive 8 GB,Accessories,Technology,Springfield,Oregon,West,"United States"
909.12,8,0.0,9.0912,2017-10-21,2017-10-24,First Class,CA-2017-154410,Michael Dominguez,Corporate,SAFCO Boltless Steel Shelving,Storage,Office Supplies,Indianapolis,Indiana,Central,"United States"
2.95,2,0.7,-2.1648,2016-05-17,2016-05-21,Standard Class,US-2016-150567,Roy Phan,Corporate,Pressboard Hanging Data Binders for Unburst Sheets,Binders,Office Supplies,Apopka,Florida,South,"United States"
27.02,6,0.7,-21.6144,2016-05-17,2016-05-21,Standard Class,US-2016-150567,Roy Phan,Corporate,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders,Office Supplies,Apopka,Florida,South,"United States"
136.92,4,0.0,41.076,2015-02-03,2015-02-04,First Class,CA-2015-157959,Rick Wilson,Corporate,Hand-Finished Solid Wood Document Frame,Furnishings,Furniture,Los Angeles,California,West,"United States"
18.96,2,0.0,8.532,2017-12-18,2017-12-23,Standard Class,CA-2017-105886,Duane Benoit,Consumer,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furnishings,Furniture,Oceanside,New York,East,"United States"
99.39,3,0.0,40.7499,2016-11-15,2016-11-22,Standard Class,CA-2016-105963,Stewart Carmichael,Corporate,Logitech-áP710e Mobile Speakerphone,Accessories,Technology,Los Angeles,California,West,"United States"
273.9,7,0.2,92.4399,2017-07-03,2017-07-06,Second Class,CA-2017-121503,Frank Hawley,Corporate,Xerox 1891,Paper,Office Supplies,Houston,Texas,Central,"United States"
597.13,3,0.4,49.761,2017-07-03,2017-07-06,Second Class,CA-2017-121503,Frank Hawley,Corporate,Hewlett-Packard Deskjet 5550 Printer,Machines,Technology,Houston,Texas,Central,"United States"
149.95,5,0.0,65.978,2014-01-15,2014-01-17,First Class,CA-2014-103366,Erica Hackney,Consumer,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Accessories,Technology,Roswell,Georgia,South,"United States"
4.61,2,0.2,1.6704,2017-04-30,2017-05-05,Standard Class,CA-2017-124597,Ann Steele,Home Office,Avery 474,Labels,Office Supplies,Boynton Beach,Florida,South,"United States"
15.53,3,0.2,4.8525,2017-04-30,2017-05-05,Standard Class,CA-2017-124597,Ann Steele,Home Office,Staples in misc. colors,Art,Office Supplies,Boynton Beach,Florida,South,"United States"
11.95,3,0.2,3.8844,2017-04-30,2017-05-05,Standard Class,CA-2017-124597,Ann Steele,Home Office,Avery 499,Labels,Office Supplies,Boynton Beach,Florida,South,"United States"
11.65,5,0.0,3.3785,2015-11-08,2015-11-14,Standard Class,CA-2015-105634,Helen Abelman,Consumer,American Pencil,Art,Office Supplies,Franklin,Massachusetts,East,"United States"
299.9,2,0.0,74.975,2015-10-30,2015-11-01,Second Class,CA-2015-123673,Cathy Hwang,Home Office,Panasonic KX T7736-B Digital phone,Phones,Technology,Detroit,Michigan,Central,"United States"
895.92,5,0.2,302.373,2017-08-17,2017-08-19,First Class,US-2017-111423,Edward Hooks,Corporate,GBC DocuBind TL200 Manual Binding Machine,Binders,Office Supplies,Watertown,New York,East,"United States"
462.56,2,0.1,97.6524,2017-08-17,2017-08-19,First Class,US-2017-111423,Edward Hooks,Corporate,Global Commerce Series Low-Back Swivel/Tilt Chairs,Chairs,Furniture,Watertown,New York,East,"United States"
15.01,2,0.2,1.5008,2015-10-03,2015-10-09,Standard Class,CA-2015-125178,Mary Zewe,Corporate,Staple magnet,Storage,Office Supplies,Reading,Pennsylvania,East,"United States"
863.64,9,0.2,107.955,2016-07-08,2016-07-10,Second Class,CA-2016-156685,Scot Coram,Corporate,Cisco SPA 502G IP Phone,Phones,Technology,Arlington,Texas,Central,"United States"
47.62,3,0.2,3.5712,2016-07-08,2016-07-10,Second Class,CA-2016-156685,Scot Coram,Corporate,Newell 345,Art,Office Supplies,Arlington,Texas,Central,"United States"
92.94,3,0.0,41.823,2017-12-05,2017-12-07,Second Class,CA-2017-126865,Naresj Patel,Consumer,Xerox 1960,Paper,Office Supplies,Encinitas,California,West,"United States"
199.98,2,0.0,69.993,2017-03-09,2017-03-13,Standard Class,CA-2017-102834,Lindsay Williams,Corporate,Logitech Wireless Headset h800,Accessories,Technology,San Francisco,California,West,"United States"
177.48,3,0.2,19.9665,2016-06-09,2016-06-15,Standard Class,US-2016-139710,Greg Matthias,Consumer,Avaya 4621SW VoIP phone,Phones,Technology,Los Angeles,California,West,"United States"
88.77,2,0.2,31.0688,2017-11-28,2017-12-01,First Class,CA-2017-121538,Rick Hansen,Consumer,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,Office Supplies,Denver,Colorado,West,"United States"
6.48,1,0.0,3.1104,2017-03-16,2017-03-18,Second Class,US-2017-101539,Valerie Mitchum,Home Office,Xerox 214,Paper,Office Supplies,Seattle,Washington,West,"United States"
46.51,1,0.0,1.8604,2017-03-16,2017-03-18,Second Class,US-2017-101539,Valerie Mitchum,Home Office,Safco Commercial Shelving,Storage,Office Supplies,Seattle,Washington,West,"United States"
659.98,3,0.2,49.4982,2017-03-16,2017-03-18,Second Class,US-2017-101539,Valerie Mitchum,Home Office,Mitel MiVoice 5330e IP Phone,Phones,Technology,Seattle,Washington,West,"United States"
271.99,1,0.2,23.7993,2016-11-27,2016-11-29,Second Class,CA-2016-152121,Craig Carreira,Consumer,Motorola Moto X,Phones,Technology,Scottsdale,Arizona,West,"United States"
145.74,3,0.0,23.3184,2017-08-06,2017-08-10,Second Class,CA-2017-161200,Seth Vernon,Consumer,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Bookcases,Furniture,Lafayette,Louisiana,South,"United States"
15.4,5,0.0,7.392,2017-08-06,2017-08-10,Second Class,CA-2017-161200,Seth Vernon,Consumer,Longer-Life Soft White Bulbs,Furnishings,Furniture,Lafayette,Louisiana,South,"United States"
244.55,5,0.0,114.9385,2017-11-27,2017-12-03,Standard Class,CA-2017-101245,Lindsay Williams,Corporate,Tops White Computer Printout Paper,Paper,Office Supplies,San Francisco,California,West,"United States"
166.16,8,0.0,59.8176,2017-11-27,2017-12-03,Standard Class,CA-2017-101245,Lindsay Williams,Corporate,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Accessories,Technology,San Francisco,California,West,"United States"
14.73,3,0.0,4.8609,2015-05-25,2015-05-27,Second Class,CA-2015-141768,Nora Pelletier,Home Office,Ultra Door Push Plate,Furnishings,Furniture,San Francisco,California,West,"United States"
19.97,2,0.7,-13.312,2016-07-08,2016-07-12,Standard Class,CA-2016-112109,Joe Elijah,Consumer,GBC Twin Loop Wire Binding Elements,Binders,Office Supplies,Broomfield,Colorado,West,"United States"
33.49,7,0.2,-1.2558,2016-07-08,2016-07-12,Standard Class,CA-2016-112109,Joe Elijah,Consumer,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage,Office Supplies,Broomfield,Colorado,West,"United States"
8.74,4,0.7,-6.1152,2016-07-08,2016-07-12,Standard Class,CA-2016-112109,Joe Elijah,Consumer,Wilson Jones Active Use Binders,Binders,Office Supplies,Broomfield,Colorado,West,"United States"
662.88,3,0.2,74.574,2016-07-08,2016-07-12,Standard Class,CA-2016-112109,Joe Elijah,Consumer,SAFCO Arco Folding Chair,Chairs,Furniture,Broomfield,Colorado,West,"United States"
47.36,4,0.2,17.76,2017-08-29,2017-09-01,First Class,CA-2017-144064,Cathy Prescott,Corporate,Avery 505,Labels,Office Supplies,Quincy,Illinois,Central,"United States"
27.44,2,0.2,2.401,2017-08-29,2017-09-01,First Class,CA-2017-144064,Cathy Prescott,Corporate,Advantus Rolling Storage Box,Storage,Office Supplies,Quincy,Illinois,Central,"United States"
3.24,9,0.8,-5.184,2017-08-29,2017-09-01,First Class,CA-2017-144064,Cathy Prescott,Corporate,Wilson Jones Easy Flow II Sheet Lifters,Binders,Office Supplies,Quincy,Illinois,Central,"United States"
95.97,4,0.2,26.3912,2016-06-20,2016-06-26,Standard Class,CA-2016-108581,Erin Ashbrook,Corporate,Logitech Trackman Marble Mouse,Accessories,Technology,Carrollton,Texas,Central,"United States"
10.37,2,0.2,3.6288,2016-06-20,2016-06-26,Standard Class,CA-2016-108581,Erin Ashbrook,Corporate,Xerox 206,Paper,Office Supplies,Carrollton,Texas,Central,"United States"
23.1,2,0.0,6.468,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,Newell 324,Art,Office Supplies,New York City,New York,East,"United States"
11.54,2,0.0,3.462,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,DAX Cubicle Frames - 8x10,Furnishings,Furniture,New York City,New York,East,"United States"
254.53,1,0.4,-93.3262,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,Bush Advantage Collection Racetrack Conference Table,Tables,Furniture,New York City,New York,East,"United States"
12.98,1,0.0,3.7642,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,Fellowes Basic Home/Office Series Surge Protectors,Appliances,Office Supplies,New York City,New York,East,"United States"
26.43,8,0.2,8.9208,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,"ACCOHIDE 3-Ring Binder, Blue, 1""",Binders,Office Supplies,New York City,New York,East,"United States"
197.97,3,0.0,57.4113,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,Cisco SPA508G,Phones,Technology,New York City,New York,East,"United States"
18.9,6,0.0,9.072,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,Avery 518,Labels,Office Supplies,New York City,New York,East,"United States"
1282.41,5,0.1,213.735,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,Global Commerce Series High-Back Swivel/Tilt Chairs,Chairs,Furniture,New York City,New York,East,"United States"
4.92,3,0.0,2.214,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,BIC Brite Liner Grip Highlighters,Art,Office Supplies,New York City,New York,East,"United States"
238.0,2,0.0,38.08,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,WD My Passport Ultra 2TB Portable External Hard Drive,Accessories,Technology,New York City,New York,East,"United States"
167.97,3,0.0,40.3128,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Accessories,Technology,New York City,New York,East,"United States"
17.12,4,0.0,7.704,2017-09-02,2017-09-06,Standard Class,CA-2017-157987,Ann Chong,Corporate,Xerox 1962,Paper,Office Supplies,New York City,New York,East,"United States"
